,时间戳,日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-实时,风电出力-实时,光伏出力-实时,水电出力-实时,联络线计划-实时,非市场化机组出力-实时,平均出清价格-实时（元/MWh）
163,2024-06-03_19:00-20:00,2024-06-03,19:00-20:00,2024,6,3,1,0,2,19,0,0,32230.0,1136.722168,6.3039,19413.071,-8960.0,23930.571,353.447601
164,2024-06-03_20:00-21:00,2024-06-03,20:00-21:00,2024,6,3,1,0,2,20,0,0,32364.0,1506.046997,0.01,19369.117,-9459.0,23465.487,348.027374
165,2024-06-03_21:00-22:00,2024-06-03,21:00-22:00,2024,6,3,1,0,2,21,0,0,30550.0,1722.418335,0.0,17932.002,-9762.0,21944.092,305.151489
166,2024-06-03_22:00-23:00,2024-06-03,22:00-23:00,2024,6,3,1,0,2,22,0,1,28567.0,1556.729492,0.0,16969.156,-9503.0,20754.346,303.167572
167,2024-06-03_23:00-24:00,2024-06-03,23:00-24:00,2024,6,3,1,0,2,23,0,1,27341.0,1752.009888,0.0,16832.002,-9421.0,20351.022,222.068863
168,2024-06-04_00:00-01:00,2024-06-04,00:00-01:00,2024,6,4,2,0,2,0,0,1,27323.0,2257.206543,0.0,15464.0,-8624.0,19449.06,370.135315
169,2024-06-04_01:00-02:00,2024-06-04,01:00-02:00,2024,6,4,2,0,2,1,0,1,26394.0,1930.96228,0.0,15084.0,-8134.0,19127.68,370.241302
170,2024-06-04_02:00-03:00,2024-06-04,02:00-03:00,2024,6,4,2,0,2,2,0,1,25744.0,1387.284302,0.0,15004.0,-7759.0,19051.77,369.997803
171,2024-06-04_03:00-04:00,2024-06-04,03:00-04:00,2024,6,4,2,0,2,3,0,1,25398.0,937.950928,0.0,15004.0,-7591.0,18999.72,373.985474
172,2024-06-04_04:00-05:00,2024-06-04,04:00-05:00,2024,6,4,2,0,2,4,0,1,25768.0,895.554077,0.034,15004.0,-7114.0,19016.92,369.783722
173,2024-06-04_05:00-06:00,2024-06-04,05:00-06:00,2024,6,4,2,0,2,5,0,1,27210.0,765.291138,86.631477,15084.0,-7406.0,19152.06,374.38205
174,2024-06-04_06:00-07:00,2024-06-04,06:00-07:00,2024,6,4,2,0,2,6,0,1,28107.0,752.85907,537.842957,16284.002,-8835.0,20735.964,376.055206
175,2024-06-04_07:00-08:00,2024-06-04,07:00-08:00,2024,6,4,2,0,2,7,0,0,29763.0,782.116211,1282.86084,16300.002,-8809.0,21202.945,380.812103
176,2024-06-04_08:00-09:00,2024-06-04,08:00-09:00,2024,6,4,2,0,2,8,1,0,31761.0,793.614136,2065.36084,16420.002,-9213.0,21709.933,376.570404
177,2024-06-04_09:00-10:00,2024-06-04,09:00-10:00,2024,6,4,2,0,2,9,1,0,32698.0,876.513977,3232.901855,14863.835,-8112.0,20669.154,374.471558
178,2024-06-04_10:00-11:00,2024-06-04,10:00-11:00,2024,6,4,2,0,2,10,1,0,33244.0,1057.463013,3610.237305,13289.826,-6607.0,19173.99,369.154572
179,2024-06-04_11:00-12:00,2024-06-04,11:00-12:00,2024,6,4,2,0,2,11,1,0,31585.0,1065.48877,4009.203613,12553.193,-6543.0,18464.94,344.727051
180,2024-06-04_12:00-13:00,2024-06-04,12:00-13:00,2024,6,4,2,0,2,12,1,0,31818.0,964.013977,3628.35791,12608.898,-6519.0,18456.012,354.662048
181,2024-06-04_13:00-14:00,2024-06-04,13:00-14:00,2024,6,4,2,0,2,13,1,0,31672.0,741.208984,3077.40625,12815.735,-6526.0,18434.329,355.138611
182,2024-06-04_14:00-15:00,2024-06-04,14:00-15:00,2024,6,4,2,0,2,14,1,0,31778.0,661.236145,2259.828857,13252.198,-6515.0,18718.107,363.852295
183,2024-06-04_15:00-16:00,2024-06-04,15:00-16:00,2024,6,4,2,0,2,15,1,0,32023.0,714.539063,1662.717773,14819.05,-7575.0,20382.624,372.746582
184,2024-06-04_16:00-17:00,2024-06-04,16:00-17:00,2024,6,4,2,0,2,16,0,0,32035.0,797.794128,936.135315,17628.558,-9597.0,22785.701,375.183899
185,2024-06-04_17:00-18:00,2024-06-04,17:00-18:00,2024,6,4,2,0,2,17,0,0,30809.0,878.279053,393.023529,17838.542,-9231.0,22650.035,374.239899
186,2024-06-04_18:00-19:00,2024-06-04,18:00-19:00,2024,6,4,2,0,2,18,0,0,30216.0,933.602905,79.222008,17775.002,-8665.0,22518.512,349.575836
187,2024-06-04_19:00-20:00,2024-06-04,19:00-20:00,2024,6,4,2,0,2,19,0,0,30965.0,917.938171,2.1,18164.301,-8469.0,22841.211,343.698059
188,2024-06-04_20:00-21:00,2024-06-04,20:00-21:00,2024,6,4,2,0,2,20,0,0,30814.0,1017.621094,1.41,18217.002,-9431.0,22828.042,353.336151
189,2024-06-04_21:00-22:00,2024-06-04,21:00-22:00,2024,6,4,2,0,2,21,0,0,28934.0,830.240479,1.4,17558.465,-9770.0,22111.985,311.236725
190,2024-06-04_22:00-23:00,2024-06-04,22:00-23:00,2024,6,4,2,0,2,22,0,1,27130.0,563.616577,1.4,16163.002,-8752.0,20683.042,281.4729
191,2024-06-04_23:00-24:00,2024-06-04,23:00-24:00,2024,6,4,2,0,2,23,0,1,26132.0,479.098999,1.4,16049.002,-8772.0,20221.832,245.146027
192,2024-06-05_00:00-01:00,2024-06-05,00:00-01:00,2024,6,5,3,0,2,0,0,1,26655.0,477.352966,1.4,14234.841,-8116.0,17583.921,360.006165
193,2024-06-05_01:00-02:00,2024-06-05,01:00-02:00,2024,6,5,3,0,2,1,0,1,25819.0,571.995117,1.4,14110.7,-7974.0,17471.86,348.666504
194,2024-06-05_02:00-03:00,2024-06-05,02:00-03:00,2024,6,5,3,0,2,2,0,1,25286.0,597.298828,1.4,13791.132,-7587.0,17143.772,332.187744
195,2024-06-05_03:00-04:00,2024-06-05,03:00-04:00,2024,6,5,3,0,2,3,0,1,25000.0,709.118225,1.4,13734.943,-7458.0,17074.023,325.710876
196,2024-06-05_04:00-05:00,2024-06-05,04:00-05:00,2024,6,5,3,0,2,4,0,1,25410.0,739.793945,1.423,13650.093,-7479.0,16969.223,333.314301
197,2024-06-05_05:00-06:00,2024-06-05,05:00-06:00,2024,6,5,3,0,2,5,0,1,26914.0,738.634155,110.96167,14537.707,-8058.0,17928.345,355.525787
198,2024-06-05_06:00-07:00,2024-06-05,06:00-07:00,2024,6,5,3,0,2,6,0,1,28211.0,754.494202,623.00824,16343.986,-8863.0,20123.566,355.468719
199,2024-06-05_07:00-08:00,2024-06-05,07:00-08:00,2024,6,5,3,0,2,7,0,0,29994.0,637.394043,1577.682251,16415.582,-8782.0,20737.56,355.578369
200,2024-06-05_08:00-09:00,2024-06-05,08:00-09:00,2024,6,5,3,0,2,8,1,0,31602.0,529.834045,2797.999268,16135.134,-8947.0,21021.017,368.529602
201,2024-06-05_09:00-10:00,2024-06-05,09:00-10:00,2024,6,5,3,0,2,9,1,0,32545.0,412.600006,3863.428467,13620.689,-7555.0,19133.275,359.406342
202,2024-06-05_10:00-11:00,2024-06-05,10:00-11:00,2024,6,5,3,0,2,10,1,0,32931.0,348.734009,5030.293945,10685.479,-5621.0,16607.636,359.657379
203,2024-06-05_11:00-12:00,2024-06-05,11:00-12:00,2024,6,5,3,0,2,11,1,0,31142.0,253.826981,5808.293945,10365.131,-5457.0,16528.784,183.558807
204,2024-06-05_12:00-13:00,2024-06-05,12:00-13:00,2024,6,5,3,0,2,12,1,0,31496.0,201.770004,6210.006348,10397.121,-5449.0,16582.011,118.364853
205,2024-06-05_13:00-14:00,2024-06-05,13:00-14:00,2024,6,5,3,0,2,13,1,0,31127.0,146.723999,5888.86377,10367.668,-5351.0,16401.424,163.769791
206,2024-06-05_14:00-15:00,2024-06-05,14:00-15:00,2024,6,5,3,0,2,14,1,0,31062.0,123.834007,5383.558594,10320.0,-5351.0,16036.185,273.075256
207,2024-06-05_15:00-16:00,2024-06-05,15:00-16:00,2024,6,5,3,0,2,15,1,0,31071.0,111.094002,4663.62207,11740.5,-6924.0,17016.83,315.2724
208,2024-06-05_16:00-17:00,2024-06-05,16:00-17:00,2024,6,5,3,0,2,16,0,0,31162.0,130.378006,3150.027588,15865.499,-9010.0,20648.737,303.866333
209,2024-06-05_17:00-18:00,2024-06-05,17:00-18:00,2024,6,5,3,0,2,17,0,0,29948.0,130.499008,1672.664673,17053.078,-9227.0,21290.523,315.527588
210,2024-06-05_18:00-19:00,2024-06-05,18:00-19:00,2024,6,5,3,0,2,18,0,0,29188.0,152.761993,309.056702,17026.498,-7623.0,21070.608,348.570587
211,2024-06-05_19:00-20:00,2024-06-05,19:00-20:00,2024,6,5,3,0,2,19,0,0,30044.0,227.905014,5.4887,17592.92,-7454.0,21627.58,355.163635
212,2024-06-05_20:00-21:00,2024-06-05,20:00-21:00,2024,6,5,3,0,2,20,0,0,29891.0,324.575989,0.01,17630.594,-8559.0,21583.774,365.063629
213,2024-06-05_21:00-22:00,2024-06-05,21:00-22:00,2024,6,5,3,0,2,21,0,0,28249.0,368.288055,0.0,16365.337,-9032.0,20281.597,372.283813
214,2024-06-05_22:00-23:00,2024-06-05,22:00-23:00,2024,6,5,3,0,2,22,0,1,26580.0,416.319092,0.0,15036.951,-8115.0,18850.341,354.542175
215,2024-06-05_23:00-24:00,2024-06-05,23:00-24:00,2024,6,5,3,0,2,23,0,1,25427.0,428.828033,0.0,14753.206,-7866.0,18068.616,315.710663
216,2024-06-06_00:00-01:00,2024-06-06,00:00-01:00,2024,6,6,4,0,2,0,0,1,27180.0,397.828003,0.0,15466.416,-7187.0,18808.146,349.672699
217,2024-06-06_01:00-02:00,2024-06-06,01:00-02:00,2024,6,6,4,0,2,1,0,1,26279.0,360.345032,0.0,14657.023,-6915.0,17985.273,342.861145
218,2024-06-06_02:00-03:00,2024-06-06,02:00-03:00,2024,6,6,4,0,2,2,0,1,25665.0,367.798004,0.0,14022.773,-6193.0,17229.793,304.950562
219,2024-06-06_03:00-04:00,2024-06-06,03:00-04:00,2024,6,6,4,0,2,3,0,1,25300.0,344.954041,0.0,13709.253,-6175.0,16894.653,305.955627
220,2024-06-06_04:00-05:00,2024-06-06,04:00-05:00,2024,6,6,4,0,2,4,0,1,25680.0,351.097961,0.12,13699.773,-6171.0,16857.783,303.619537
221,2024-06-06_05:00-06:00,2024-06-06,05:00-06:00,2024,6,6,4,0,2,5,0,1,27183.0,359.345001,278.071625,14051.454,-6412.0,17414.128,352.541382
222,2024-06-06_06:00-07:00,2024-06-06,06:00-07:00,2024,6,6,4,0,2,6,0,1,28272.0,317.741974,2000.133179,14998.0,-7881.0,19256.144,355.306152
223,2024-06-06_07:00-08:00,2024-06-06,07:00-08:00,2024,6,6,4,0,2,7,0,0,30015.0,302.910004,4776.431152,14568.0,-7614.0,20116.856,173.075806
224,2024-06-06_08:00-09:00,2024-06-06,08:00-09:00,2024,6,6,4,0,2,8,1,0,32119.0,281.35202,8156.185059,14481.182,-7842.0,21378.082,25.917019
225,2024-06-06_09:00-10:00,2024-06-06,09:00-10:00,2024,6,6,4,0,2,9,1,0,33228.0,359.237,9935.545898,12280.0,-6617.0,20171.783,5.555615
226,2024-06-06_10:00-11:00,2024-06-06,10:00-11:00,2024,6,6,4,0,2,10,1,0,33751.0,397.386963,10904.29395,8890.0,-4600.0,17072.899,36.788921
227,2024-06-06_11:00-12:00,2024-06-06,11:00-12:00,2024,6,6,4,0,2,11,1,0,32135.0,484.365997,11144.24414,8815.0,-4555.0,16685.631,8.733951
228,2024-06-06_12:00-13:00,2024-06-06,12:00-13:00,2024,6,6,4,0,2,12,1,0,32646.0,549.164001,11017.9707,8825.0,-4515.0,16026.67,17.15028
229,2024-06-06_13:00-14:00,2024-06-06,13:00-14:00,2024,6,6,4,0,2,13,1,0,32351.0,674.760986,10428.25293,8825.0,-4492.0,16055.715,17.732357
230,2024-06-06_14:00-15:00,2024-06-06,14:00-15:00,2024,6,6,4,0,2,14,1,0,32296.0,743.072083,8918.754883,9425.0,-4283.0,16474.415,14.918705
231,2024-06-06_15:00-16:00,2024-06-06,15:00-16:00,2024,6,6,4,0,2,15,1,0,32306.0,758.710083,6722.463867,11588.276,-5690.0,17817.005,162.419052
232,2024-06-06_16:00-17:00,2024-06-06,16:00-17:00,2024,6,6,4,0,2,16,0,0,32287.0,703.9351810000001,4121.206543,16114.266,-7546.0,21816.242,240.119568
233,2024-06-06_17:00-18:00,2024-06-06,17:00-18:00,2024,6,6,4,0,2,17,0,0,31010.0,805.531799,1764.477539,17932.0,-7981.0,22842.232,225.853821
234,2024-06-06_18:00-19:00,2024-06-06,18:00-19:00,2024,6,6,4,0,2,18,0,0,30349.0,1042.869995,294.261475,17947.0,-7201.0,22361.52,250.995605
235,2024-06-06_19:00-20:00,2024-06-06,19:00-20:00,2024,6,6,4,0,2,19,0,0,31421.0,1210.627075,5.2162,18357.0,-6955.0,22714.91,245.772003
236,2024-06-06_20:00-21:00,2024-06-06,20:00-21:00,2024,6,6,4,0,2,20,0,0,31614.0,1194.635742,0.01,18367.0,-7070.0,22284.19,282.460205
237,2024-06-06_21:00-22:00,2024-06-06,21:00-22:00,2024,6,6,4,0,2,21,0,0,29713.0,1221.885132,0.0,17377.0,-7659.0,21183.84,306.620667
238,2024-06-06_22:00-23:00,2024-06-06,22:00-23:00,2024,6,6,4,0,2,22,0,1,27655.0,1172.782959,0.0,15276.365,-7093.0,18987.115,299.582062
239,2024-06-06_23:00-24:00,2024-06-06,23:00-24:00,2024,6,6,4,0,2,23,0,1,26173.0,1055.143188,0.0,14674.0,-7282.0,18154.2,338.980255
240,2024-06-07_00:00-01:00,2024-06-07,00:00-01:00,2024,6,7,5,0,2,0,0,1,27683.0,1135.855835,0.0,14185.178,-6147.0,17577.438,373.876648
241,2024-06-07_01:00-02:00,2024-06-07,01:00-02:00,2024,6,7,5,0,2,1,0,1,26742.0,1126.928223,0.0,13542.0,-6162.0,16763.29,373.642792
242,2024-06-07_02:00-03:00,2024-06-07,02:00-03:00,2024,6,7,5,0,2,2,0,1,26075.0,963.770813,0.0,13223.5,-5958.0,16423.68,369.91391
243,2024-06-07_03:00-04:00,2024-06-07,03:00-04:00,2024,6,7,5,0,2,3,0,1,25700.0,870.123108,0.0,13084.5,-6150.0,16295.21,369.326294
244,2024-06-07_04:00-05:00,2024-06-07,04:00-05:00,2024,6,7,5,0,2,4,0,1,26091.0,716.288879,0.099,13250.243,-6152.0,16444.863,373.662628
245,2024-06-07_05:00-06:00,2024-06-07,05:00-06:00,2024,6,7,5,0,2,5,0,1,27475.0,676.096008,216.873093,13778.567,-6099.0,17127.751,383.992096
246,2024-06-07_06:00-07:00,2024-06-07,06:00-07:00,2024,6,7,5,0,2,6,0,1,28573.0,544.318054,1638.082886,14374.756,-6842.0,18334.98,373.973694
247,2024-06-07_07:00-08:00,2024-06-07,07:00-08:00,2024,6,7,5,0,2,7,0,0,30215.0,450.538971,3984.030762,13984.0,-7077.0,18814.16,326.127716
248,2024-06-07_08:00-09:00,2024-06-07,08:00-09:00,2024,6,7,5,0,2,8,1,0,32405.0,251.844025,6606.105469,13894.0,-7294.0,19520.548,149.995499
249,2024-06-07_09:00-10:00,2024-06-07,09:00-10:00,2024,6,7,5,0,2,9,1,0,33358.0,213.569962,9147.352539,12147.979,-6088.0,18307.418,42.474854
250,2024-06-07_10:00-11:00,2024-06-07,10:00-11:00,2024,6,7,5,0,2,10,1,0,33969.0,165.349014,10390.40234,9344.0,-4038.0,15920.095,42.568806
251,2024-06-07_11:00-12:00,2024-06-07,11:00-12:00,2024,6,7,5,0,2,11,1,0,32344.0,148.200027,9242.954102,9140.0,-2729.0,15824.224,41.49173
252,2024-06-07_12:00-13:00,2024-06-07,12:00-13:00,2024,6,7,5,0,2,12,1,0,32748.0,168.779999,10317.04688,9140.0,-3225.0,15686.475,40.896904
253,2024-06-07_13:00-14:00,2024-06-07,13:00-14:00,2024,6,7,5,0,2,13,1,0,32582.0,127.050972,9483.415039,9140.0,-3230.0,15350.611,69.149445
254,2024-06-07_14:00-15:00,2024-06-07,14:00-15:00,2024,6,7,5,0,2,14,1,0,32552.0,90.87101,7675.90625,9371.859,-3903.0,14976.894,139.643753
255,2024-06-07_15:00-16:00,2024-06-07,15:00-16:00,2024,6,7,5,0,2,15,1,0,32623.0,109.361984,5830.359863,12507.452,-5013.0,17754.933,277.472015
256,2024-06-07_16:00-17:00,2024-06-07,16:00-17:00,2024,6,7,5,0,2,16,0,0,32587.0,138.098969,3718.893311,16183.9,-7441.0,20797.682,349.931061
257,2024-06-07_17:00-18:00,2024-06-07,17:00-18:00,2024,6,7,5,0,2,17,0,0,31191.0,168.393936,1675.684814,17379.782,-7490.0,21370.126,365.010651
258,2024-06-07_18:00-19:00,2024-06-07,18:00-19:00,2024,6,7,5,0,2,18,0,0,30463.0,327.83609,293.965363,16908.9,-6682.0,20580.57,373.718872
259,2024-06-07_19:00-20:00,2024-06-07,19:00-20:00,2024,6,7,5,0,2,19,0,0,31553.0,644.136047,4.4118,17342.181,-6435.0,21084.351,374.461548
260,2024-06-07_20:00-21:00,2024-06-07,20:00-21:00,2024,6,7,5,0,2,20,0,0,31405.0,969.844177,0.01,17520.968,-7083.0,21292.278,370.56427
261,2024-06-07_21:00-22:00,2024-06-07,21:00-22:00,2024,6,7,5,0,2,21,0,0,29698.0,1153.621094,0.0,16752.0,-7554.0,20464.26,359.858154
262,2024-06-07_22:00-23:00,2024-06-07,22:00-23:00,2024,6,7,5,0,2,22,0,1,27965.0,1306.893433,0.0,14007.0,-6418.0,17687.97,355.869659
263,2024-06-07_23:00-24:00,2024-06-07,23:00-24:00,2024,6,7,5,0,2,23,0,1,26809.0,1272.195068,0.0,13467.0,-6322.0,16835.0,355.098816
264,2024-06-08_00:00-01:00,2024-06-08,00:00-01:00,2024,6,8,6,1,2,0,0,1,27413.0,1206.049072,0.0,13122.777,-6116.0,16339.237,395.856293
265,2024-06-08_01:00-02:00,2024-06-08,01:00-02:00,2024,6,8,6,1,2,1,0,1,26418.0,1105.696655,0.0,12293.996,-6129.0,15481.666,385.950653
266,2024-06-08_02:00-03:00,2024-06-08,02:00-03:00,2024,6,8,6,1,2,2,0,1,25668.0,932.978943,0.0,12340.9,-6113.0,15512.94,385.669586
267,2024-06-08_03:00-04:00,2024-06-08,03:00-04:00,2024,6,8,6,1,2,3,0,1,25234.0,577.130005,0.0,12294.9,-6094.0,15423.77,395.514923
268,2024-06-08_04:00-05:00,2024-06-08,04:00-05:00,2024,6,8,6,1,2,4,0,1,25435.0,505.739929,0.129,12289.0,-6101.0,15416.88,395.485229
269,2024-06-08_05:00-06:00,2024-06-08,05:00-06:00,2024,6,8,6,1,2,5,0,1,26196.0,417.26001,255.681274,12373.0,-6054.0,15677.813,400.682007
270,2024-06-08_06:00-07:00,2024-06-08,06:00-07:00,2024,6,8,6,1,2,6,0,1,27273.0,368.154968,1858.033081,12329.137,-5757.0,16441.532,380.104858
271,2024-06-08_07:00-08:00,2024-06-08,07:00-08:00,2024,6,8,6,1,2,7,0,0,28492.0,334.236969,4195.881836,11854.0,-5467.0,17128.847,274.133698
272,2024-06-08_08:00-09:00,2024-06-08,08:00-09:00,2024,6,8,6,1,2,8,1,0,29971.0,264.704987,6592.39209,11770.0,-5674.0,18204.324,149.759537
273,2024-06-08_09:00-10:00,2024-06-08,09:00-10:00,2024,6,8,6,1,2,9,1,0,31085.0,247.512985,8270.333984,10902.29,-5495.0,18320.558,123.07415
274,2024-06-08_10:00-11:00,2024-06-08,10:00-11:00,2024,6,8,6,1,2,10,1,0,31766.0,182.350021,9553.182617,7788.051,-3996.0,15385.698,177.042007
275,2024-06-08_11:00-12:00,2024-06-08,11:00-12:00,2024,6,8,6,1,2,11,1,0,30701.0,161.819992,9819.038086,7795.0,-4350.0,15106.7,149.064499
276,2024-06-08_12:00-13:00,2024-06-08,12:00-13:00,2024,6,8,6,1,2,12,1,0,30920.0,137.203979,9298.733398,7795.0,-4368.0,15503.167,323.057068
277,2024-06-08_13:00-14:00,2024-06-08,13:00-14:00,2024,6,8,6,1,2,13,1,0,30775.0,121.410995,8050.207031,7795.0,-4357.0,15676.586,373.046783
278,2024-06-08_14:00-15:00,2024-06-08,14:00-15:00,2024,6,8,6,1,2,14,1,0,30451.0,76.435822,6534.618164,8694.816,-4353.0,15857.254,400.647766
279,2024-06-08_15:00-16:00,2024-06-08,15:00-16:00,2024,6,8,6,1,2,15,1,0,30536.0,112.238976,4238.10791,10198.014,-4937.0,16559.374,935.820557
280,2024-06-08_16:00-17:00,2024-06-08,16:00-17:00,2024,6,8,6,1,2,16,0,0,30608.0,182.716003,2379.296387,14967.315,-6934.0,20218.161,973.01886
281,2024-06-08_17:00-18:00,2024-06-08,17:00-18:00,2024,6,8,6,1,2,17,0,0,29641.0,459.5271,1011.05896,16932.577,-6393.0,21748.664,385.520355
282,2024-06-08_18:00-19:00,2024-06-08,18:00-19:00,2024,6,8,6,1,2,18,0,0,29015.0,600.798889,169.888016,16568.202,-5591.0,20827.622,369.515015
283,2024-06-08_19:00-20:00,2024-06-08,19:00-20:00,2024,6,8,6,1,2,19,0,0,30337.0,743.718018,1.05,17339.635,-5346.0,21782.325,365.860565
284,2024-06-08_20:00-21:00,2024-06-08,20:00-21:00,2024,6,8,6,1,2,20,0,0,30634.0,843.551147,0.01,17313.196,-5992.0,21678.446,376.598785
285,2024-06-08_21:00-22:00,2024-06-08,21:00-22:00,2024,6,8,6,1,2,21,0,0,28880.0,997.395081,0.0,15790.2,-6429.0,19504.74,380.864655
286,2024-06-08_22:00-23:00,2024-06-08,22:00-23:00,2024,6,8,6,1,2,22,0,1,26844.0,874.984802,0.0,14308.5,-6330.0,17890.52,379.582153
287,2024-06-08_23:00-24:00,2024-06-08,23:00-24:00,2024,6,8,6,1,2,23,0,1,25490.0,629.628967,0.0,13697.5,-6282.0,17026.25,379.86911
288,2024-06-09_00:00-01:00,2024-06-09,00:00-01:00,2024,6,9,7,1,2,0,0,1,26989.0,502.530914,0.0,13735.5,-6064.0,16879.3,420.566101
289,2024-06-09_01:00-02:00,2024-06-09,01:00-02:00,2024,6,9,7,1,2,1,0,1,26126.0,363.113953,0.0,13173.0,-5040.0,16297.06,416.361725
290,2024-06-09_02:00-03:00,2024-06-09,02:00-03:00,2024,6,9,7,1,2,2,0,1,25432.0,355.038147,0.0,12648.501,-5024.0,15755.621,415.556763
291,2024-06-09_03:00-04:00,2024-06-09,03:00-04:00,2024,6,9,7,1,2,3,0,1,24857.0,352.871002,0.0,12325.497,-5025.0,15419.897,405.282715
292,2024-06-09_04:00-05:00,2024-06-09,04:00-05:00,2024,6,9,7,1,2,4,0,1,25075.0,376.38797,0.07,12454.472,-5017.0,15572.602,416.180695
293,2024-06-09_05:00-06:00,2024-06-09,05:00-06:00,2024,6,9,7,1,2,5,0,1,26099.0,357.40799,152.468109,12737.0,-4967.0,15976.705,415.543182
294,2024-06-09_06:00-07:00,2024-06-09,06:00-07:00,2024,6,9,7,1,2,6,0,1,26854.0,336.826019,1082.394775,12311.354,-4696.0,16154.589,395.212372
295,2024-06-09_07:00-08:00,2024-06-09,07:00-08:00,2024,6,9,7,1,2,7,0,0,28229.0,236.932983,2573.914795,11763.4,-4366.0,16532.701,376.241028
296,2024-06-09_08:00-09:00,2024-06-09,08:00-09:00,2024,6,9,7,1,2,8,1,0,29881.0,226.642059,4266.379395,11751.0,-4575.0,17408.116,365.4534
297,2024-06-09_09:00-10:00,2024-06-09,09:00-10:00,2024,6,9,7,1,2,9,1,0,31165.0,252.508041,5725.430176,10995.0,-4668.0,17440.794,265.631561
298,2024-06-09_10:00-11:00,2024-06-09,10:00-11:00,2024,6,9,7,1,2,10,1,0,32005.0,206.296005,6874.393066,7889.0,-3385.0,14575.501,349.771362
299,2024-06-09_11:00-12:00,2024-06-09,11:00-12:00,2024,6,9,7,1,2,11,1,0,31088.0,240.506927,7494.833008,7764.0,-3383.0,14264.518,230.93811
300,2024-06-09_12:00-13:00,2024-06-09,12:00-13:00,2024,6,9,7,1,2,12,1,0,31844.0,284.542969,7501.781738,7760.0,-3242.0,14600.539,204.695679
301,2024-06-09_13:00-14:00,2024-06-09,13:00-14:00,2024,6,9,7,1,2,13,1,0,31804.0,314.248047,6997.546387,7760.0,-3237.0,15025.85,173.964966
302,2024-06-09_14:00-15:00,2024-06-09,14:00-15:00,2024,6,9,7,1,2,14,1,0,31655.0,473.805206,6187.076172,8660.0,-3398.0,15545.356,107.850243
303,2024-06-09_15:00-16:00,2024-06-09,15:00-16:00,2024,6,9,7,1,2,15,1,0,31736.0,595.896118,4877.416504,10220.618,-4602.0,16490.046,150.175171
304,2024-06-09_16:00-17:00,2024-06-09,16:00-17:00,2024,6,9,7,1,2,16,0,0,31761.0,752.831116,3215.351563,14533.0,-5811.0,20234.325,274.069427
305,2024-06-09_17:00-18:00,2024-06-09,17:00-18:00,2024,6,9,7,1,2,17,0,0,30639.0,895.14917,1341.24585,15215.0,-5306.0,20051.653,325.332947
306,2024-06-09_18:00-19:00,2024-06-09,18:00-19:00,2024,6,9,7,1,2,18,0,0,29969.0,1234.550903,254.162476,15427.5,-4525.0,19635.12,274.782684
307,2024-06-09_19:00-20:00,2024-06-09,19:00-20:00,2024,6,9,7,1,2,19,0,0,31547.0,1671.588623,2.0011,16498.2,-4292.0,20684.25,274.931
308,2024-06-09_20:00-21:00,2024-06-09,20:00-21:00,2024,6,9,7,1,2,20,0,0,32344.0,1681.876587,0.01,17510.5,-4895.0,21251.23,275.291504
309,2024-06-09_21:00-22:00,2024-06-09,21:00-22:00,2024,6,9,7,1,2,21,0,0,30833.0,1661.875,0.0,16574.121,-5366.0,20284.541,286.316528
310,2024-06-09_22:00-23:00,2024-06-09,22:00-23:00,2024,6,9,7,1,2,22,0,1,28552.0,1797.978027,0.0,14655.228,-5256.0,18182.318,304.988434
311,2024-06-09_23:00-24:00,2024-06-09,23:00-24:00,2024,6,9,7,1,2,23,0,1,26638.0,1698.752075,0.0,13834.9,-5196.0,17127.33,316.919403
312,2024-06-10_00:00-01:00,2024-06-10,00:00-01:00,2024,6,10,1,0,2,0,0,1,28005.0,1621.824951,0.0,13217.886,-4602.0,16188.206,350.871613
313,2024-06-10_01:00-02:00,2024-06-10,01:00-02:00,2024,6,10,1,0,2,1,0,1,26785.0,1486.731201,0.0,12712.958,-4241.0,15657.298,306.112762
314,2024-06-10_02:00-03:00,2024-06-10,02:00-03:00,2024,6,10,1,0,2,2,0,1,26054.0,1156.545044,0.0,12221.612,-4259.0,15155.002,325.957397
315,2024-06-10_03:00-04:00,2024-06-10,03:00-04:00,2024,6,10,1,0,2,3,0,1,25581.0,857.892883,0.0,12256.0,-4259.0,15161.25,305.324066
316,2024-06-10_04:00-05:00,2024-06-10,04:00-05:00,2024,6,10,1,0,2,4,0,1,25598.0,731.009949,0.073,12239.411,-4259.0,15331.161,325.274414
317,2024-06-10_05:00-06:00,2024-06-10,05:00-06:00,2024,6,10,1,0,2,5,0,1,26115.0,513.500854,188.884506,12256.0,-4377.0,15517.346,361.664948
318,2024-06-10_06:00-07:00,2024-06-10,06:00-07:00,2024,6,10,1,0,2,6,0,1,26793.0,391.039978,1288.597656,11774.0,-4650.0,15798.608,350.147827
319,2024-06-10_07:00-08:00,2024-06-10,07:00-08:00,2024,6,10,1,0,2,7,0,0,28257.0,265.325958,3022.699463,11760.0,-4057.0,16950.266,160.530655
320,2024-06-10_08:00-09:00,2024-06-10,08:00-09:00,2024,6,10,1,0,2,8,1,0,30195.0,113.809982,4872.004395,11760.0,-4475.0,18070.619,55.813644
321,2024-06-10_09:00-10:00,2024-06-10,09:00-10:00,2024,6,10,1,0,2,9,1,0,31601.0,58.239998,6244.412598,10860.0,-4039.0,18118.68,45.511349
